"","id","WormBaseID","logFC"
"1612","fbxa-182","WBGene00018353",2.2693952473908
"2137","F46C3.6","WBGene00045253",2.2683433026851
"1431","F20C5.5","WBGene00008970",2.26768894549538
"1847","F13H8.9","WBGene00017442",2.26720760015662
"1716","F59B10.4","WBGene00010320",2.26703033379829
"1949","F41G4.8","WBGene00018311",2.26630848129574
"2246","F59B1.8","WBGene00019100",2.26547452949484
"2547","K11H3.5","WBGene00010782",2.264559801087
"1642","ltah-1.2","WBGene00022610",2.25870291164411
"1264","fbxa-63","WBGene00022485",2.25817127683333
"1399","C34F11.8","WBGene00016417",2.25673596924808
"2173","F42A10.7","WBGene00018343",2.25608307410797
"1240","F08G2.4","WBGene00008576",2.25458908144096
"1386","nnt-1","WBGene00003778",2.25407635203086
"1571","daf-7","WBGene00000903",2.25375404839729
"1619","upb-1","WBGene00017440",2.25272080239054
"2270","H04D03.4","WBGene00010365",2.25125844709208
"2557","C48B4.9","WBGene00008172",2.24904455515769
"2365","twk-32","WBGene00006684",2.24807932315257
"1971","cyp-13A1","WBGene00011677",2.24775263865576
"1209","K05B2.4","WBGene00019404",2.24325819226982
"2596","Y75B8A.3","WBGene00013540",2.23964636865966
"2114","fbxa-30","WBGene00013837",2.2372861544128
"2396","C45B11.9","WBGene00185117",2.23641478181114
"2039","ZC132.11","WBGene00269432",2.23422591413922
"1370","Y54G2A.11","WBGene00021876",2.23255124068037
"1486","C30F2.3","WBGene00007817",2.23205270885193
"1649","C38C3.4","WBGene00016513",2.22840453969951
"1479","bra-1","WBGene00000262",2.22770021369132
"1924","npr-15","WBGene00012084",2.22744090803784
"2613","R05D7.1","WBGene00011026",2.22541757297677
"1729","dohh-1","WBGene00007555",2.2252575148373
"1475","klc-1","WBGene00002214",2.22476549018265
"1195","B0457.6","WBGene00007180",2.22444691792037
"1158","swt-7","WBGene00019645",2.22339305487069
"2609","Y71H2B.1","WBGene00022191",2.2204689104503
"1219","rhy-1","WBGene00012324",2.21950321905108
"1608","Y54E10BR.4","WBGene00021843",2.21926579646074
"1770","M163.1","WBGene00010935",2.21743561746572
"1986","Y54E5A.5","WBGene00013200",2.21645672575361
"2532","irld-13","WBGene00019845",2.21274291664319
"1650","fbxa-152","WBGene00007166",2.21105300385977
"1307","nhr-18","WBGene00003617",2.21083436192017
"1206","pvf-1","WBGene00004249",2.21018313074092
"2102","F41B5.1","WBGene00023284",2.20934882108442
"2575","lpr-2","WBGene00011726",2.1957489144512
"2508","fbxa-153","WBGene00007162",2.19282279055206
"1704","fbxa-33","WBGene00013841",2.19060262955272
"1732","C33A11.2","WBGene00007878",2.18519304034774
"1430","ceh-32","WBGene00000453",2.18208178976807
"1744","nhr-54","WBGene00003644",2.1817443156492
"1432","K06A9.2","WBGene00019436",2.18113499890802
"1308","nape-2","WBGene00021370",2.17453115564002
"2481","C08F1.8","WBGene00015611",2.17370419833188
"2522","prg-2","WBGene00004179",2.17063363558966
"1980","csa-1","WBGene00008403",2.1703466848539
"1929","W09C5.1","WBGene00012351",2.16983989163376
"2619","srsx-27","WBGene00008248",2.16890695839497
"1866","F13H10.6","WBGene00008777",2.16529408754696
"1618","Y40B1B.7","WBGene00012739",2.16437854833181
"2554","tbh-1","WBGene00006541",2.1604185570789
"1451","coel-1","WBGene00016866",2.16003328786639
"2494","F45E4.5","WBGene00018470",2.15668320389875
"2197","C27B7.7","WBGene00007764",2.15325811498915
"2611","F17C11.11","WBGene00008922",2.1502245914305
"2306","F09G8.10","WBGene00044444",2.14527884207332
"1812","F53F1.6","WBGene00009984",2.14367271129
"2319","fbxa-108","WBGene00010293",2.1430063681181
"2362","F15D4.2","WBGene00008859",2.1409747474945
"2223","C05D9.9","WBGene00015476",2.13640751167828
"2313","F21D5.3","WBGene00009008",2.13635812109267
"2626","F02C12.2","WBGene00008516",2.1292510551846
"2579","C24A8.5","WBGene00016039",2.12728183104335
"2231","cyp-34A9","WBGene00015044",2.12668407948576
"2300","hxk-1","WBGene00008780",2.12045000602371
"1993","gst-16","WBGene00001764",2.11711080123083
"1592","B0228.6","WBGene00015063",2.11710587550572
"2615","ZC239.14","WBGene00022572",2.10962567627425
"2573","K07H8.12","WBGene00044509",2.10853087154642
"1726","F30A10.9","WBGene00009266",2.10839696033455
"2098","ZK105.1","WBGene00022653",2.10510438001651
"2291","chhy-1","WBGene00011923",2.105032296156
"2006","F28B12.1","WBGene00017894",2.10104572686251
"2479","T28A11.19","WBGene00020881",2.10063180488958
"2074","C06B3.6","WBGene00007365",2.09897228137164
"1982","C23H4.8","WBGene00044132",2.09799613530914
"2214","cyp-33E2","WBGene00018334",2.09576438406885
"1918","nhr-117","WBGene00003707",2.09527594214991
"2356","T07G12.8","WBGene00011599",2.08855945728135
"2525","ugt-52","WBGene00018931",2.08696557754862
"1631","ugt-25","WBGene00015692",2.08584826106275
"2447","col-177","WBGene00000750",2.08510941790606
"2354","T19E7.6","WBGene00044500",2.08180828602223
"2353","bath-36","WBGene00013569",2.0811222394527
"2453","dhs-18","WBGene00000981",2.0794644058427
"2050","ceh-57","WBGene00007416",2.0782039554622
"1934","C09E9.1","WBGene00007476",2.0742564065038
"1717","F42C5.4","WBGene00018346",2.07421025067027
"2601","degt-1","WBGene00009109",2.07132670353302
"1567","Y66D12A.24","WBGene00013448",2.07110168850308
"1967","nlp-31","WBGene00003769",2.06839414528979
"2034","ZC132.3","WBGene00022522",2.06316634062102
"2100","F36G3.3","WBGene00009484",2.06128219370834
"2521","rpl-24.2","WBGene00004437",2.06006687097857
"2412","C29G2.6","WBGene00016234",2.05048953513538
"2394","pals-23","WBGene00016218",2.04914743216678
"1781","C33A12.3","WBGene00007882",2.04071829703337
"2414","Y43F8B.23","WBGene00194815",2.03509439077981
"1893","C05B5.8","WBGene00007324",2.03468092192065
"2585","dmd-9","WBGene00022060",2.03131421178957
"2141","C17H12.11","WBGene00015936",2.02981164476391
"2024","ghi-1","WBGene00013923",2.02979504552991
"1917","F08B4.3","WBGene00017235",2.02811736804551
"2480","maa-1","WBGene00007680",2.01994373131339
"2238","ugt-1","WBGene00007072",2.01151832820067
"2151","mrps-11","WBGene00012244",2.00992741442107
"2529","Y105E8A.28","WBGene00013685",2.00880441923086
"2584","nhr-3","WBGene00003602",2.0034243852003
"2390","F20C5.4","WBGene00008969",2.00182865226814
"2544","srsx-19","WBGene00011931",1.99567567791971
"1815","ipmk-1","WBGene00014081",1.98751320662366
"1682","C33D9.13","WBGene00194651",1.98640647850211
"1850","F41E7.1","WBGene00009617",1.98580894489653
"1698","pqn-92","WBGene00004172",1.98191225640488
"2202","F16H6.10","WBGene00008900",1.97857574639978
"2176","nuaf-1","WBGene00008225",1.97637799342776
"2265","seb-2","WBGene00014035",1.97629846390734
"2120","ceh-79","WBGene00007749",1.96940935926564
"2623","Y43B11AR.1","WBGene00021543",1.96824457780228
"2163","pho-6","WBGene00018696",1.96385052262646
"2162","nlp-68","WBGene00011899",1.9623130852474
"2518","cwn-2","WBGene00000858",1.9609426077871
"2448","C16A3.4","WBGene00015809",1.95928257559537
"2229","ZC155.4","WBGene00022532",1.95895720313104
"2190","C47E8.3","WBGene00008142",1.95589051410224
"2458","ZC443.2","WBGene00013897",1.95390635843992
"2004","T23B12.11","WBGene00044553",1.95187144935722
"1968","C50B8.4","WBGene00008226",1.94962946584469
"2339","F46C8.3","WBGene00018485",1.94786138688661
"2205","ZC443.3","WBGene00013898",1.94605414149308
"2139","glo-3","WBGene00010341",1.94599866639145
"2602","nhr-102","WBGene00003692",1.94553316896143
"2519","ethe-1","WBGene00007886",1.94551907843383
"2059","gsto-3","WBGene00019636",1.93368910583071
"2553","cat-1","WBGene00000295",1.93154580167708
"2430","nhr-238","WBGene00021611",1.92484419781734
"2514","dmsr-2","WBGene00021275",1.92301103702781
"1999","M03D4.4","WBGene00019751",1.9222415012354
"2335","F13A7.11","WBGene00008726",1.91740154114815
"2164","Y56A3A.18","WBGene00013236",1.9123284564116
"2358","rig-3","WBGene00004370",1.90993460176701
"2469","F55H12.2","WBGene00010133",1.90292534699345
"2555","E04F6.8","WBGene00017127",1.89757781215266
"2287","F58B3.6","WBGene00010232",1.88162462230379
"2482","C56E10.3","WBGene00016976",1.87575056449223
"2023","fbxa-79","WBGene00022329",1.8710534117339
"2568","T23G7.3","WBGene00011966",1.8681727124656
"2367","syx-2","WBGene00006372",1.86556733953533
"2487","F22H10.2","WBGene00017726",1.86554324793615
"2250","C14B1.3","WBGene00007574",1.8626565402961
"2468","glb-27","WBGene00012178",1.8575514123592
"2604","Y55B1BL.1","WBGene00021909",1.85449099834106
"2278","phg-1","WBGene00004017",1.85036150551494
"2266","C41G7.8","WBGene00077525",1.84978068399506
"2451","R05D3.8","WBGene00019881",1.84448660904943
"2218","F54B11.5","WBGene00010028",1.84435551860537
"2537","C39E9.7","WBGene00008031",1.83498063879001
"2567","ora-1","WBGene00003879",1.8335012400178
"2436","F41E7.2","WBGene00009618",1.83278833541947
"2307","ubc-8","WBGene00006705",1.82784402486334
"2320","tasp-1","WBGene00010480",1.82454897089959
"2254","nhr-11","WBGene00003610",1.82110467849032
"2497","F43G6.8","WBGene00009660",1.81878196656743
"2594","D2021.4","WBGene00017048",1.81328185040559
"2617","psd-1","WBGene00015159",1.78316179824035
"2391","F16B12.4","WBGene00008880",1.75396120324103
"2565","F26A3.1","WBGene00009140",1.73777662061387
"2535","scrm-4","WBGene00008681",1.73184056287057
"2577","clec-5","WBGene00016450",1.72920597835835
"2612","vem-1","WBGene00006890",1.72762313077689
"2627","C17H12.10","WBGene00015935",1.72238801243191
"2580","aakg-5","WBGene00011276",-1.68131143859794
"2583","set-15","WBGene00020006",-1.69270882694329
"2628","T25D3.4","WBGene00020798",-1.70206300118909
"2477","ppgn-1","WBGene00021425",-1.72334789219473
"2501","mig-23","WBGene00003254",-1.74659627262578
"2607","T13C2.2","WBGene00020478",-1.74746495962486
"2511","H43E16.1","WBGene00019273",-1.75937787815271
"2507","acs-1","WBGene00018488",-1.76463133493586
"2475","igcm-1","WBGene00018215",-1.78621929423674
"2416","zipt-2.2","WBGene00017936",-1.78815756487178
"2346","app-1","WBGene00000155",-1.79728722448066
"2372","C11H1.9","WBGene00023500",-1.80495918328068
"2582","acs-5","WBGene00013575",-1.80724412441935
"2127","arrd-13","WBGene00011054",-1.81759320572557
"2203","ndc-80","WBGene00003576",-1.8179270298284
"2295","F56A8.3","WBGene00010139",-1.82288157341925
"2156","ref-2","WBGene00004335",-1.82598140888785
"2311","tbx-2","WBGene00006543",-1.82743421426462
"2566","elo-3","WBGene00001241",-1.8281076829501
"2239","F59C6.8","WBGene00010327",-1.83163600343323
"2290","C18H7.11","WBGene00044457",-1.83798163017383
"2096","E01G4.5","WBGene00008447",-1.83817683594877
"2460","nucb-1","WBGene00009674",-1.83970117064028
"2345","bckd-1A","WBGene00012713",-1.84275560394574
"2321","Y7A9D.1","WBGene00012420",-1.8442948883805
"2569","sur-5","WBGene00006351",-1.84595132464572
"2025","chaf-2","WBGene00022141",-1.84643751150007
"2071","F14D12.1","WBGene00017463",-1.84789141905054
"2400","F25E5.2","WBGene00017783",-1.84793728844148
"2435","ceh-6","WBGene00000431",-1.84878641070525
"2517","F26F12.5","WBGene00017836",-1.85231018353767
"2334","nhr-114","WBGene00003704",-1.85615473059485
"2375","Y71G12B.17","WBGene00022155",-1.86091069814768
"2427","Y26E6A.2","WBGene00012513",-1.86397189770834
"2366","rhr-1","WBGene00004358",-1.87774272200243
"2364","Y39B6A.7","WBGene00012669",-1.88639367097929
"2186","cyp-42A1","WBGene00013585",-1.88708188196827
"2341","T25B9.1","WBGene00012007",-1.88772557225234
"1911","F11E6.7","WBGene00008710",-1.90096500375444
"2603","T14G10.5","WBGene00011775",-1.90177935270626
"2374","glna-2","WBGene00008435",-1.90491160820455
"2257","acr-16","WBGene00000055",-1.90739506466282
"2422","mppa-1","WBGene00022159",-1.91021060080124
"1785","gly-10","WBGene00001635",-1.91029140601447
"2543","dep-1","WBGene00009717",-1.9112877491072
"2527","kvs-4","WBGene00012967",-1.91871059112202
"2605","glb-24","WBGene00011287",-1.92168594856488
"2599","ZK930.2","WBGene00014152",-1.92618103915025
"1974","ensh-1","WBGene00017013",-1.92653440940927
"2042","pes-5","WBGene00003979",-1.94014510031103
"2524","B0303.11","WBGene00015131",-1.94107574742453
"2536","toh-1","WBGene00006591",-1.94176490703521
"2597","sqv-4","WBGene00005022",-1.94648289078443
"2140","set-27","WBGene00022173",-1.94829406197504
"2248","F13H6.5","WBGene00017433",-1.95312242318428
"1667","C39E9.12","WBGene00008035",-1.95444811323964
"2109","mec-10","WBGene00003174",-1.95763554062479
"1664","atad-3","WBGene00010015",-1.95802244956917
"1992","kynu-1","WBGene00015802",-1.95956226788762
"2211","lron-9","WBGene00011971",-1.96206275571749
"1851","pfas-1","WBGene00008654",-1.9658830579338
"2303","C23H4.3","WBGene00007692",-1.96794697242358
"2421","sdz-24","WBGene00019495",-1.98448960106213
"2177","R05H11.2","WBGene00019908",-1.98713468081337
"2158","cbn-1","WBGene00019285",-1.98769115267955
"2620","F45D3.2","WBGene00009722",-1.98777340363764
"1586","F55D12.2","WBGene00010111",-1.99225617448641
"2280","hsp-60","WBGene00002025",-1.99393043643263
"2598","clec-170","WBGene00009515",-2.00053245176897
"2256","nmr-2","WBGene00003775",-2.00174666367283
"2377","B0198.3","WBGene00007116",-2.00650228620235
"1620","C05D12.3","WBGene00014666",-2.01189791086167
"2419","Y41D4B.24","WBGene00021524",-2.01493389525597
"2355","nep-21","WBGene00011794",-2.01524964006389
"1722","T19B10.5","WBGene00011833",-2.01621854870058
"1989","Y47G6A.19","WBGene00021645",-2.01960682448982
"2496","dmsr-9","WBGene00022606",-2.02075793386314
"2030","gly-12","WBGene00001637",-2.02196298213461
"2340","mel-32","WBGene00003214",-2.02811431514565
"2219","clec-233","WBGene00009030",-2.03062428187238
"1834","M03F8.1","WBGene00019761",-2.03330212175109
"2564","R102.11","WBGene00077714",-2.03946780351459
"2488","eif-3.C","WBGene00001226",-2.04014750444464
"1784","C54D10.5","WBGene00008300",-2.0478316232037
"2528","spin-1","WBGene00007549",-2.05303274744501
"2181","lin-26","WBGene00003012",-2.05378922078417
"1517","T25G12.3","WBGene00020811",-2.05491443612989
"1766","C04C11.1","WBGene00007295",-2.05584789664613
"1769","ile-1","WBGene00002070",-2.05720835922736
"1928","ntp-1","WBGene00016380",-2.05805161717844
"1634","R03H10.2","WBGene00019855",-2.05881699101711
"1858","xpo-3","WBGene00002080",-2.06097023740738
"2403","fib-1","WBGene00001423",-2.06422755093012
"2622","T19D12.6","WBGene00020581",-2.07137951128797
"1958","F33H2.8","WBGene00009371",-2.07265535679705
"2128","ZK757.10","WBGene00206488",-2.07716859110714
"2189","nsy-4","WBGene00021415",-2.08188736379274
"1891","cuti-1","WBGene00022591",-2.08970676270627
"1693","T10H10.2","WBGene00020426",-2.09290448792904
"2360","C34C12.7","WBGene00007926",-2.09645595908141
"2505","pacs-1","WBGene00015116",-2.09703485839047
"2409","fubl-2","WBGene00022738",-2.09812854074423
"2343","Y105E8B.9","WBGene00013693",-2.09940987334031
"2047","nol-56","WBGene00010627",-2.09981371201347
"2302","lin-32","WBGene00003018",-2.10000643375809
"2046","mlt-7","WBGene00022743",-2.1030762103593
"1461","T04G9.4","WBGene00020215",-2.1032253460059
"2526","nlp-69","WBGene00013752",-2.10593597825208
"1956","lgc-35","WBGene00012915",-2.11046738660386
"2428","oac-46","WBGene00011768",-2.11078566978259
"1718","ZC449.2","WBGene00022612",-2.11086490273684
"1326","T12A2.1","WBGene00020436",-2.11192435672651
"2150","vglu-2","WBGene00010755",-2.11226072202676
"1948","lin-46","WBGene00003031",-2.11900077249545
"1862","Y59E9AL.4","WBGene00021994",-2.12090335559567
"1936","hhat-2","WBGene00013312",-2.12129716590315
"1533","tlp-1","WBGene00006580",-2.12218813878842
"2104","smp-1","WBGene00004889",-2.12442045003841
"1544","C50D2.1","WBGene00016805",-2.12517326608392
"1352","dnj-11","WBGene00001029",-2.12527809408575
"1973","Y46D2A.2","WBGene00021590",-2.12767032397508
"2032","cyp-23A1","WBGene00015135",-2.13142600326852
"1710","ZK673.11","WBGene00014065",-2.13817782259203
"2135","eppl-1","WBGene00020139",-2.13848802465223
"1925","math-4","WBGene00015609",-2.15106211873739
"1636","C14F11.6","WBGene00015781",-2.15453735319282
"1415","src-2","WBGene00005078",-2.15979826431888
"2058","acox-1.4","WBGene00008567",-2.16308918266942
"2520","F08G2.7","WBGene00008578",-2.16319095576405
"2379","mec-17","WBGene00003178",-2.16586675424558
"2515","dhs-29","WBGene00000992",-2.16671292995433
"2269","rhgf-1","WBGene00006468",-2.16695671822939
"2192","C34F6.9","WBGene00007943",-2.16750351759802
"2005","ptr-6","WBGene00004221",-2.16851456760068
"1572","nhx-3","WBGene00003731",-2.17147538271339
"2264","R173.3","WBGene00020125",-2.17333158513689
"1623","ppm-1.G","WBGene00018362",-2.17601720615845
"1671","mec-18","WBGene00003179",-2.18344983330108
"1545","ZC434.9","WBGene00013895",-2.18642690556566
"2328","mec-9","WBGene00003173",-2.18848278519061
"1833","col-155","WBGene00000728",-2.18921525660671
"1963","dhs-27","WBGene00000990",-2.19208335938885
"1922","gale-1","WBGene00008132",-2.20075289119931
"2230","cyd-1","WBGene00000870",-2.20103134321447
"1990","D1014.7","WBGene00017020",-2.2010930541605
"2055","H20E11.1","WBGene00019213",-2.20805381204077
"1362","cra-1","WBGene00020068",-2.20861711001766
"2572","M05D6.9","WBGene00010881",-2.20931975904306
"1532","ptr-12","WBGene00004226",-2.22144979113233
"2363","C06E8.5","WBGene00015544",-2.22186273777374
"2170","pud-4","WBGene00017498",-2.23039362333916
"1675","unc-55","WBGene00006790",-2.23144357526975
"1424","pag-3","WBGene00003909",-2.2332384419907
"2559","mcm-4","WBGene00003156",-2.23458254602351
"2126","ham-1","WBGene00001820",-2.2449836449012
"2539","F35D2.6","WBGene00194916",-2.24715018525195
"2381","T25C12.3","WBGene00012018",-2.24763895616978
"1946","nhr-41","WBGene00022423",-2.250134476859
"2275","orc-3","WBGene00022488",-2.25102438361815
"1508","F33H2.3","WBGene00009367",-2.25492342708477
"1944","zig-6","WBGene00006983",-2.25944682056524
"1719","F35E12.6","WBGene00009430",-2.25950710367865
"1504","ztf-16","WBGene00019960",-2.26000832808162
"2608","cdh-8","WBGene00017576",-2.26647485210215
"2610","egl-23","WBGene00001190",-2.2673537952922
"1848","C55C3.1","WBGene00016951",-2.27477026283777
"2309","M153.1","WBGene00010924",-2.27737810363759
"1365","srf-3","WBGene00005153",-2.27959820686579
"1914","F28G4.4","WBGene00009229",-2.28245770203111
"1520","moe-3","WBGene00003388",-2.28285761764725
"1601","W08E12.7","WBGene00021088",-2.29014094744008
"2040","sru-7","WBGene00005670",-2.29317769396098
"1983","kal-1","WBGene00002181",-2.29575762174009
"1354","tra-1","WBGene00006604",-2.29960729651374
"2182","str-199","WBGene00006235",-2.3004817427562
"2179","twk-16","WBGene00006670",-2.30332035955304
"2385","F48C5.2","WBGene00009843",-2.30671001197832
"2551","col-147","WBGene00000720",-2.30697112496886
"1753","F13G3.3","WBGene00008763",-2.30723741917378
"1747","sym-2","WBGene00006367",-2.31112963110246
"949","F56B3.2","WBGene00018928",-2.31265132524353
"1267","mec-5","WBGene00003169",-2.31584637255187
"2045","Y47D3B.4","WBGene00012941",-2.31807712223128
"2624","mir-8199","WBGene00016553",-2.31878360999912
"1943","F22E5.1","WBGene00017703",-2.3215146118427
"2191","col-187","WBGene00000760",-2.32224460214425
"1286","hlh-3","WBGene00001950",-2.32439835656575
"1706","acox-1.2","WBGene00008565",-2.32694443532502
"1613","nhr-150","WBGene00007367",-2.32713952750067
"1157","cutl-20","WBGene00018787",-2.32905972546062
"1673","grl-4","WBGene00001713",-2.33013168757887
"1864","dtmk-1","WBGene00011272",-2.33230617245996
"1647","adt-2","WBGene00000083",-2.33256742340824
"1898","gcy-37","WBGene00001557",-2.33349979280563
"2123","hog-1","WBGene00001984",-2.33595590908946
"1359","AC3.5","WBGene00007071",-2.33814192566372
"2279","Y43F4A.1","WBGene00012796",-2.33819494828571
"1701","twk-10","WBGene00006665",-2.33914419465998
"1542","skpo-3","WBGene00017968",-2.34117902733059
"2392","C15B12.2","WBGene00015784",-2.34555474899014
"976","T19D12.1","WBGene00020576",-2.34729867454395
"1132","gcy-36","WBGene00001556",-2.35196750969714
"844","C18D11.3","WBGene00007681",-2.35236459302329
"2097","mcm-2","WBGene00003154",-2.35421140319353
"1294","K04G2.7","WBGene00010566",-2.35548216667412
"1596","C05G5.7","WBGene00050939",-2.35773716276031
"1391","fkb-3","WBGene00001428",-2.35944152820318
"2540","F14D2.19","WBGene00206522",-2.36043061034922
"1110","F13B6.2","WBGene00017417",-2.36894354601805
"2244","sru-8","WBGene00005671",-2.36906393660253
"1248","F59B10.5","WBGene00010321",-2.36918051661277
"2072","C01B10.11","WBGene00044294",-2.37283640491574
"2376","bus-17","WBGene00044630",-2.37390211210236
"1681","T22D1.11","WBGene00020688",-2.37595224087154
"1584","hum-4","WBGene00002037",-2.37691141367853
"2548","srz-63","WBGene00023499",-2.37698568904626
"1733","sams-1","WBGene00008205",-2.37835389037817
"1906","lips-1","WBGene00009727",-2.38261433993942
"1268","gcy-32","WBGene00001552",-2.38512544105118
"2175","Y16B4A.2","WBGene00012445",-2.3863110561141
"1324","C05C8.7","WBGene00015464",-2.3922034454582
"1801","F35D2.1","WBGene00018039",-2.39614673484903
"907","txdc-12.2","WBGene00018656",-2.4004210541918
"2589","fkb-4","WBGene00001429",-2.40143452356976
"1887","acs-3","WBGene00020343",-2.40202094496973
"1964","cpn-2","WBGene00000778",-2.40432436911204
"1262","lon-1","WBGene00003055",-2.40730173893461
"2371","nas-5","WBGene00003524",-2.40873669613003
"1127","srw-145","WBGene00011197",-2.40902529137814
"1124","mnr-1","WBGene00012184",-2.41511533222588
"1323","F21A3.3","WBGene00008993",-2.41679548915808
"981","ugt-60","WBGene00007402",-2.41910718890031
"1254","trap-1","WBGene00022122",-2.42339139482452
"1420","hil-2","WBGene00001853",-2.42705122559216
"2054","zag-1","WBGene00006970",-2.42900656532013
"987","rnr-1","WBGene00004391",-2.43131532634428
"1521","F46F2.3","WBGene00009787",-2.43753500136759
"1291","R07B1.6","WBGene00011078",-2.43868724354668
"2171","Y41D4B.4","WBGene00021512",-2.43945433256368
"1351","tag-275","WBGene00016423",-2.43997694918049
"1662","srw-17","WBGene00005764",-2.44197341323838
"1782","F22F4.4","WBGene00017717",-2.44874727888797
"1628","K08F8.7","WBGene00010683",-2.44940354861196
"930","ubh-1","WBGene00006721",-2.4540792010218
"1472","srx-38","WBGene00005929",-2.45828923436579
"1577","B0365.9","WBGene00219208",-2.46027951346807
"1276","ZK938.3","WBGene00014160",-2.46330058939584
"1843","F39E9.1","WBGene00018194",-2.46655096224057
"2541","T13C5.3","WBGene00020484",-2.46789668859605
"1228","lin-48","WBGene00003033",-2.469298677597
"1059","R148.7","WBGene00020105",-2.47097324684172
"1164","fig-1","WBGene00009968",-2.47446105582894
"2157","T05C12.9","WBGene00011472",-2.47559584522103
"2069","F26G1.5","WBGene00017841",-2.47681101156638
"1082","cyp-33C5","WBGene00018261",-2.47708219100692
"2406","cnd-1","WBGene00000561",-2.48688055840318
"1413","plr-1","WBGene00023404",-2.49176160665439
"830","metr-1","WBGene00010988",-2.49823554191202
"782","amt-4","WBGene00000136",-2.49991000422736
"2413","F55G11.1","WBGene00010122",-2.50162498996324
"1492","T09F5.1","WBGene00011665",-2.50259809405512
"2314","T20D4.9","WBGene00020615",-2.50349958710692
"1940","W03D8.11","WBGene00044796",-2.50629499035747
"1841","mig-14","WBGene00003246",-2.50686123270395
"1270","cpt-4","WBGene00019644",-2.50931599570832
"768","Y38H8A.1","WBGene00012635",-2.51504004003893
"2232","sem-4","WBGene00004773",-2.52197053109091
"2591","R05A10.5","WBGene00011022",-2.52291082642664
"1639","T06A4.1","WBGene00020281",-2.52398701219971
"792","unc-6","WBGene00006746",-2.52479452767138
"1341","vab-7","WBGene00006873",-2.52537930498108
"1725","R07B1.5","WBGene00011077",-2.52592788457728
"1879","Y102A11A.5","WBGene00022415",-2.52913820578872
"1694","lact-8","WBGene00012777",-2.53026273911701
"2446","tfg-1","WBGene00006565",-2.53120005239378
"999","F57G12.2","WBGene00010222",-2.53720578185776
"2116","fbxc-20","WBGene00018352",-2.54023635476421
"2206","H06A10.1","WBGene00010368",-2.54263730850901
"2233","lin-41","WBGene00003026",-2.54337765471046
"1978","F46G11.6","WBGene00045269",-2.54439170746534
"1310","gly-8","WBGene00001633",-2.54755993033978
"1314","nhr-25","WBGene00003623",-2.54862940822516
"927","M03F4.6","WBGene00019759",-2.54887998543164
"1064","trap-2","WBGene00020216",-2.54896754465268
"1778","acr-23","WBGene00000062",-2.55001649241131
"1772","H13N06.2","WBGene00010396",-2.55485446845916
"1800","dct-12","WBGene00013285",-2.5589124786103
"1176","F54C1.1","WBGene00018789",-2.55897175363332
"2155","ram-2","WBGene00004300",-2.56231879940229
"2440","Y38C1AB.5","WBGene00021407",-2.56811213562745
"1358","F20G2.3","WBGene00008987",-2.57460081093111
"691","lipl-6","WBGene00021963",-2.57490706965517
"2199","F41C3.5","WBGene00018271",-2.57714416611002
"1600","dao-2","WBGene00000928",-2.58322721494327
"2088","Y37D8A.3","WBGene00012545",-2.58966987791671
"1167","Y81G3A.4","WBGene00013592",-2.59150436758535
"1273","pxn-1","WBGene00004256",-2.59169354827805
"1536","oatr-1","WBGene00015814",-2.59326799004004
"2504","hlh-14","WBGene00001958",-2.59949210180849
"2038","nas-27","WBGene00003545",-2.60095125576424
"1198","F18E3.13","WBGene00045276",-2.60431915912417
"1609","F46G11.2","WBGene00018515",-2.60480872120608
"1615","C34C12.6","WBGene00007925",-2.60601038825195
"2017","F35B3.4","WBGene00018031",-2.60706841287372
"2048","srab-20","WBGene00020607",-2.61004602430646
"1375","abcx-1","WBGene00006522",-2.61276309045417
"2483","Y43F8B.7","WBGene00012818",-2.61573272791555
"2294","nlp-24","WBGene00003762",-2.61626981981688
"2452","sra-38","WBGene00005064",-2.61677507168546
"1881","swt-3","WBGene00007384",-2.6170842411853
"1405","ahr-1","WBGene00000096",-2.6211593994465
"791","dpy-10","WBGene00001072",-2.62164153989703
"2089","F41H8.1","WBGene00018312",-2.62527727268909
"1034","ram-5","WBGene00004301",-2.62587329105678
"829","col-154","WBGene00000727",-2.62721893566347
"1280","K07H8.8","WBGene00019508",-2.62947775356798
"614","hst-3.2","WBGene00044303",-2.63351678256539
"2251","grd-13","WBGene00001702",-2.63814368209627
"1768","T01B7.13","WBGene00206502",-2.64604159380501
"1829","txdc-12.1","WBGene00013263",-2.65163294795834
"1593","C02F5.14","WBGene00044445",-2.6534430724222
"1277","F28G4.2","WBGene00009227",-2.65419444963664
"2180","lin-17","WBGene00003006",-2.66335124728473
"751","lin-29","WBGene00003015",-2.66487137493401
"1535","gei-13","WBGene00001570",-2.66604346460207
"2108","F52C9.5","WBGene00018675",-2.6689694968921
"1796","R05G9R.1","WBGene00019906",-2.66925322868786
"664","K02G10.5","WBGene00019346",-2.66962308330914
"1004","F35D2.2","WBGene00018040",-2.67062124265595
"1876","ptr-2","WBGene00004217",-2.67206164583684
"545","T01D1.4","WBGene00020149",-2.67321765537775
"1900","C44C1.1","WBGene00016641",-2.67386952614538
"487","Y54F10AM.6","WBGene00021850",-2.67391131281591
"2073","rol-3","WBGene00004395",-2.67449330710414
"2188","srz-47","WBGene00013466",-2.67850781166459
"753","col-94","WBGene00000669",-2.67868849611659
"1685","C12D12.1","WBGene00015713",-2.68149551049113
